	ID	DOCULECT	CONCEPT	Segments	GLOTTOCODE	ISO_CODE	CONCEPTICON_ID	CONCEPTICON_GLOSS	COGNATES	FORM
106	Even-161_many-2	Even	161_many	ħ oˁː/oː j aˤ/a ʕ tʃ	even1260	eve	1198	MANY	161_many-662	
107	Even-161_many-3	Even	161_many	tʃ e w j e w	even1260	eve	1198	MANY	161_many-663	
108	Even-162_chewv-1	Even	162_chewv	ħ iˁ aˁ	even1260	eve	321	CHEW	162_chewv-665	
109	Even-163_swallowv-1	Even	163_swallowv	ɲ i m ŋ e	even1260	eve	897	SWALLOW	163_swallowv-668	
110	Even-164_wet-1	Even	164_wet	uˤ/u ʕ ɫ/lˠ aˤ/a ʕ q tʃ aˤ/a ʕ	even1260	eve	1726	WET	164_wet-675	
111	Even-164_wet-2	Even	164_wet	tʃ uˁː/uː ɫ/lˠ aˤ/a ʕ ŋ r aˤ/a ʕ	even1260	eve	1726	WET	164_wet-676	
112	Even-165_four-1	Even	165_four	d i ɣ e n	even1260	eve	1500	FOUR	165_four-678	
113	Even-166_soft-1	Even	166_soft	d o j	even1260	eve	1856	SOFT	166_soft-685	
114	Even-166_soft-2	Even	166_soft	dʒ o l b e r	even1260	eve	1856	SOFT	166_soft-694	
115	Even-166_soft-3	Even	166_soft	t e m b e k e n	even1260	eve	1856	SOFT	166_soft-695	
116	Even-167_lookv-1	Even	167_lookv	i tʃ u + l i	even1260	eve	1819	LOOK	167_lookv-696	
117	Even-167_lookv-2	Even	167_lookv	k oː j e	even1260	eve	1819	LOOK	167_lookv-700	
118	Even-168_nasalmucusn-1	Even	168_nasalmucusn	uˤ/u ʕ m aˤ/a ʕ j iˤ/i ʕ k	even1260	eve	208	NASAL MUCUS (SNOT)	168_nasalmucusn-704	
119	Even-168_nasalmucusn-2	Even	168_nasalmucusn	uˤ/u ʕ m iˤ/i ʕ j iˤ/i ʕ k	even1260	eve	208	NASAL MUCUS (SNOT)	168_nasalmucusn-704	
120	Even-169_that-1	Even	169_that	t aˤ/a ʕ r	even1260	eve	78	THAT	169_that-706	
121	Even-169_that-2	Even	169_that	t aˤ/a ʕ r aˤ/a ʕ q	even1260	eve	78	THAT	169_that-706	
122	Even-16_lousen-1	Even	16_lousen	k u m k e	even1260	eve	1392	LOUSE	16_lousen-37	
123	Even-170_cutv-1	Even	170_cutv	m i/j e l b e	even1260	eve	1432	CUT	170_cutv-709	
124	Even-170_cutv-2	Even	170_cutv	m iː n e	even1260	eve	1432	CUT	170_cutv-710	
125	Even-171_mothern-1	Even	171_mothern	e ɲ i n	even1260	eve	1216	MOTHER	171_mothern-716	
126	Even-172_scratchv-1	Even	172_scratchv	oˤ/o ʕ s i	even1260	eve	1436	SCRATCH	172_scratchv-718	
127	Even-173_sunn-1	Even	173_sunn	ɲ oː l t e n	even1260	eve	1343	SUN	173_sunn-724	
128	Even-174_lookforv-1	Even	174_lookforv	g e l e	even1260	eve	1468	LOOK FOR	174_lookforv-726	
129	Even-174_lookforv-2	Even	174_lookforv	g e l e t	even1260	eve	1468	LOOK FOR	174_lookforv-726	
130	Even-175_brainn-1	Even	175_brainn	i r g e	even1260	eve	1583	BRAIN	175_brainn-730	
131	Even-176_warm-1	Even	176_warm	ɲ aˤ/a ʕ m	even1260	eve	1232	WARM	176_warm-733	
132	Even-176_warm-2	Even	176_warm	ɲ aˤ/a ʕ m s iˤ/i ʕ	even1260	eve	1232	WARM	176_warm-733	
133	Even-176_warm-3	Even	176_warm	d uˁː/uː ɫ/lˠ aˤ/a ʕ n	even1260	eve	1232	WARM	176_warm-736	
134	Even-177_coverv-1	Even	177_coverv	d aˤ/a ʕ s	even1260	eve	761	COVER	177_coverv-740	
135	Even-177_coverv-2	Even	177_coverv	n e m n e	even1260	eve	761	COVER	177_coverv-741	
136	Even-177_coverv-3	Even	177_coverv	n u m n e	even1260	eve	761	COVER	177_coverv-741	
137	Even-178_womann-1	Even	178_womann	aˤ/a ʕ s iˤ/i ʕ	even1260	eve	962	WOMAN	178_womann-749	
138	Even-179_deep-1	Even	179_deep	ħ uˁː/uː n t aˤ/a ʕ	even1260	eve	1593	DEEP	179_deep-751	
139	Even-17_wingn-1	Even	17_wingn	d eː t l e	even1260	eve	1257	WING	17_wingn-39	
140	Even-17_wingn-2	Even	17_wingn	aˤ/a ʕ s iˤ/i ʕ k iˤ/i ʕ	even1260	eve	1257	WING	17_wingn-41	
141	Even-180_above-1	Even	180_above	o j d e d u	even1260	eve	1741	ABOVE	180_above-754	
142	Even-180_above-2	Even	180_above	o j d e d e	even1260	eve	1741	ABOVE	180_above-754	
143	Even-181_femaleofananimaln-1	Even	181_femaleofananimaln	aˤ/a ʕ s iˤ/i ʕ	even1260	eve	3923	FEMALE ANIMAL	181_femaleofananimaln-758	
144	Even-182_putonv-1	Even	182_putonv	t e t	even1260	eve	158	PUT ON	182_putonv-762	
145	Even-183_other-1	Even	183_other	g iˁ aˁ	even1260	eve	197	OTHER	183_other-764	
146	Even-183_other-2	Even	183_other	ħ oː n t e	even1260	eve	197	OTHER	183_other-765	
147	Even-183_other-3	Even	183_other	aːˁ ŋ iˤ/i ʕ l iˤ/i ʕ	even1260	eve	197	OTHER	183_other-766	
148	Even-184_foreheadn-1	Even	184_foreheadn	oˤ/o ʕ m q aˤ/a ʕ t	even1260	eve	123	FOREHEAD	184_foreheadn-771	
149	Even-185_left-1	Even	185_left	dʒ e ɣ e n g e ɣ	even1260	eve	244	LEFT	185_left-774	
150	Even-186_risev-1	Even	186_risev	ħ i/j e w e ɲ	even1260	eve	568	RISE (MOVE UPWARDS)	186_risev-781	
151	Even-187_dry-1	Even	187_dry	i l e ŋ	even1260	eve	1398	DRY	187_dry-787	
152	Even-187_dry-2	Even	187_dry	b uˤ/u ʕ tʃ uˤ/u ʕ k tʃ aˤ/a ʕ	even1260	eve	1398	DRY	187_dry-790	
153	Even-188_how-1	Even	188_how	oˁː/oː n	even1260	eve	1239	HOW	188_how-791	
154	Even-189_breakv-1	Even	189_breakv	n uˁː/uː n t aˤ/a ʕ l	even1260	eve	2558	BREAK (CLEAVE)	189_breakv-805	
155	Even-189_breakv-2	Even	189_breakv	ħ aːˁ j uˤ/u ʕ	even1260	eve	2558	BREAK (CLEAVE)	189_breakv-806	
156	Even-18_meatn-1	Even	18_meatn	u l r e	even1260	eve	634	MEAT	18_meatn-44	
157	Even-190_where-1	Even	190_where	i d u	even1260	eve	1237	WHERE	190_where-807	
158	Even-191_spinv-1	Even	191_spinv	t oˤ/o ʕ m q aˤ/a ʕ	even1260	eve	121	SPIN	191_spinv-810	
159	Even-192_ripev-1	Even	192_ripev	i r	even1260	eve	179	RIPEN	192_ripev-816	
160	Even-193_lickv-1	Even	193_lickv	tʃ uˁː/uː	even1260	eve	319	LICK	193_lickv-821	
161	Even-194_openv-1	Even	194_openv	aːˁ ŋ aˤ/a ʕ	even1260	eve	1156	OPEN	194_openv-824	
162	Even-195_tall-1	Even	195_tall	g uˁː/uː d	even1260	eve	711	TALL	195_tall-828	
163	Even-195_tall-2	Even	195_tall	g uˁː/uː t	even1260	eve	711	TALL	195_tall-828	
164	Even-196_bad-1	Even	196_bad	k eː ɲ e l i	even1260	eve	1292	BAD	196_bad-834	
165	Even-197_barkn-1	Even	197_barkn	uˤ/u ʕ r t aˤ/a ʕ	even1260	eve	1204	BARK	197_barkn-838	
166	Even-198_breathev-1	Even	198_breathev	ħ iˁː/iː r aˤ/a ʕ	even1260	eve	1407	BREATHE	198_breathev-848	
167	Even-199_countv-1	Even	199_countv	t aˤ/a ʕ ŋ	even1260	eve	1420	COUNT	199_countv-849	
168	Even-19_armhandn-1	Even	19_armhandn	ŋ aːˁ ɫ/lˠ	even1260	eve	2121	ARM OR HAND	19_armhandn-46	
169	Even-1_firen-1	Even	1_firen	t oˤ/o ʕ ɣ	even1260	eve	221	FIRE	1_firen-1	
170	Even-200_diev-1	Even	200_diev	k o k e	even1260	eve	1494	DIE	200_diev-854	
171	Even-201_dirty-1	Even	201_dirty	ɲ aˤ/a ʕ ŋ s aˤ/a ʕ m n aˤ/a ʕ n	even1260	eve	1230	DIRTY	201_dirty-856	
172	Even-202_dust-1	Even	202_dust	b u l e d e w u n	even1260	eve	2	DUST	202_dust-871	
173	Even-203_fatn-1	Even	203_fatn	i m s e	even1260	eve	323	FAT (ORGANIC SUBSTANCE)	203_fatn-876	
174	Even-204_fathern-1	Even	204_fathern	aˤ/a ʕ m aˤ/a ʕ	even1260	eve	1217	FATHER	204_fathern-882	
175	Even-204_fathern-2	Even	204_fathern	aˤ/a ʕ m aˤ/a ʕ n	even1260	eve	1217	FATHER	204_fathern-882	
176	Even-205_fearv-1	Even	205_fearv	ŋ eː l	even1260	eve	1419	FEAR (BE AFRAID)	205_fearv-883	
177	Even-206_fightv-1	Even	206_fightv	d iˤ/i ʕ l m aˤ/a ʕ tʃ	even1260	eve	1423	FIGHT	206_fightv-888	
178	Even-206_fightv-2	Even	206_fightv	d iˤ/i ʕ l m aˤ/a ʕ t	even1260	eve	1423	FIGHT	206_fightv-888	
179	Even-206_fightv-3	Even	206_fightv	k u s i	even1260	eve	1423	FIGHT	206_fightv-890	
180	Even-207_five-1	Even	207_five	t uˤ/u ʕ n ŋ aˤ/a ʕ n	even1260	eve	493	FIVE	207_five-893	
181	Even-208_flowern-1	Even	208_flowern	ɲ oː tʃ e	even1260	eve	239	FLOWER	208_flowern-896	
182	Even-209_fogn-1	Even	209_fogn	t aˤ/a ʕ n m aːˁ r iˤ/i ʕ	even1260	eve	249	FOG	209_fogn-898	
183	Even-209_fogn-2	Even	209_fogn	ħ e b g i	even1260	eve	249	FOG	209_fogn-899	
184	Even-20_flyn-1	Even	20_flyn	d i l i k e n	even1260	eve	1504	FLY (INSECT)	20_flyn-48	
185	Even-20_flyn-2	Even	20_flyn	d i l k e n	even1260	eve	1504	FLY (INSECT)	20_flyn-48	
186	Even-20_flyn-3	Even	20_flyn	d i l k e tʃ e n	even1260	eve	1504	FLY (INSECT)	20_flyn-48	
187	Even-210_freezev-1	Even	210_freezev	b aˤ/a ʕ t aˤ/a ʕ n	even1260	eve	1431	FREEZE	210_freezev-904	
188	Even-211_fruitn-1	Even	211_fruitn	t e w t e	even1260	eve	1507	FRUIT	211_fruitn-906	
189	Even-212_green-1	Even	212_green	tʃ uˁː/uː l b aˤ/a ʕ ɲ aˤ/a ʕ	even1260	eve	1425	GREEN	212_green-915	
190	Even-213_gutsn-1	Even	213_gutsn	ħ iˤ/i ʕ l t aˤ/a ʕ	even1260	eve	1334	GUTS	213_gutsn-916	
191	Even-214_heartn-1	Even	214_heartn	m iˁ aˁ w uˤ/u ʕ n	even1260	eve	1223	HEART	214_heartn-921	
192	Even-215_here-1	Even	215_here	e d u	even1260	eve	136	HERE	215_here-923	
193	Even-215_here-2	Even	215_here	e w g i n	even1260	eve	136	HERE	215_here-923	
194	Even-216_huntv-1	Even	216_huntv	b u j u	even1260	eve	1435	HUNT	216_huntv-929	
195	Even-217_icen-1	Even	217_icen	dʒ o k	even1260	eve	617	ICE	217_icen-935	
196	Even-217_icen-2	Even	217_icen	b o k e s	even1260	eve	617	ICE	217_icen-936	
197	Even-218_laken-1	Even	218_laken	t o ŋ eː r	even1260	eve	624	LAKE	218_laken-941	
198	Even-219_livev-1	Even	219_livev	b i	even1260	eve	1422	BE ALIVE	219_livev-948	
199	Even-219_livev-2	Even	219_livev	b i + dʒ e n	even1260	eve	1422	BE ALIVE	219_livev-948	
200	Even-21_nightn-1	Even	21_nightn	d oˤ/o ʕ l b aˤ/a ʕ	even1260	eve	1233	NIGHT	21_nightn-51	
201	Even-220_moonn-1	Even	220_moonn	b iˁ aˁ ɣ	even1260	eve	1313	MOON	220_moonn-951	
202	Even-220_moonn-2	Even	220_moonn	aˤ/a ʕ t k iˤ/i ʕ q aˤ/a ʕ n	even1260	eve	1313	MOON	220_moonn-952	
203	Even-221_narrow-1	Even	221_narrow	tʃ uˤ/u ʕ p uˤ/u ʕ t iˤ/i ʕ	even1260	eve	1267	NARROW	221_narrow-959	
204	Even-221_narrow-2	Even	221_narrow	q aˤ/a ʕ d aˤ/a ʕ ɣ	even1260	eve	1267	NARROW	221_narrow-960	
205	Even-222_near-1	Even	222_near	d aˤ/a ʕ l b uˤ/u ʕ	even1260	eve	1942	NEAR	222_near-970	
206	Even-222_near-2	Even	222_near	aˤ/a ʕ ɲ tʃ iˤ/i ʕ n d uˤ/u ʕ	even1260	eve	1942	NEAR	222_near-971	
207	Even-223_personn-1	Even	223_personn	b e j	even1260	eve	683	PERSON	223_personn-974	
208	Even-224_pushv-1	Even	224_pushv	aˤ/a ʕ n	even1260	eve	1452	PUSH	224_pushv-976	
209	Even-224_pushv-2	Even	224_pushv	aˤ/a ʕ n d uˤ/u ʕ	even1260	eve	1452	PUSH	224_pushv-976	
210	Even-224_pushv-3	Even	224_pushv	ħ iˁː/iː n d aˤ/a ʕ	even1260	eve	1452	PUSH	224_pushv-977	
211	Even-225_rivern-1	Even	225_rivern	oˤ/o ʕ q aːˁ t	even1260	eve	666	RIVER	225_rivern-983	
212	Even-226_tobecomerottenv-1	Even	226_tobecomerottenv	m u n	even1260	eve	1728	ROTTEN	226_tobecomerottenv-985	
213	Even-227_round-1	Even	227_round	m e r e t i	even1260	eve	1395	ROUND	227_round-986	
214	Even-227_round-2	Even	227_round	b uˤ/u ʕ ŋ ɲ uˤ/u ʕ q aˤ/a ʕ	even1260	eve	1395	ROUND	227_round-988	
215	Even-227_round-3	Even	227_round	b uˤ/u ʕ ŋ ɲ uˤ/u ʕ l iˤ/i ʕ	even1260	eve	1395	ROUND	227_round-988	
216	Even-227_round-4	Even	227_round	b uˤ/u ʕ ŋ t uˤ/u ʕ l iˤ/i ʕ	even1260	eve	1395	ROUND	227_round-988	
217	Even-228_sean-1	Even	228_sean	n aˤ/a ʕ m	even1260	eve	1474	SEA	228_sean-994	
218	Even-229_seedn-1	Even	229_seedn	tʃ eː m i n e	even1260	eve	714	SEED	229_seedn-998	
219	Even-229_seedn-2	Even	229_seedn	ɲ aˤ/a ʕ ŋ t aˤ/a ʕ	even1260	eve	714	SEED	229_seedn-1000	
220	Even-22_earn-1	Even	22_earn	q oˤ/o ʕ r aˤ/a ʕ t	even1260	eve	1247	EAR	22_earn-53	
221	Even-230_sharp-1	Even	230_sharp	e m e r	even1260	eve	1396	SHARP	230_sharp-1002	
222	Even-231_short-1	Even	231_short	u r u m k u n	even1260	eve	1645	SHORT	231_short-1008	
223	Even-232_singv-1	Even	232_singv	i k e	even1260	eve	1261	SING	232_singv-1010	
